Date,2 Yr,10 Yr,30 Yr,Corn Futures,Crude Oil Futures,Gold Futures,S&P 500,Federal Funds Rate,CPI,GDP Growth Rate,Labor Force Participation Rate,Residential,Change in private inventories,Personal consumption expenditures,Intellectual property products
2010-01-13,0.97,3.8,4.71,-0.021656050955414,-0.0141106495448662,0.0066436352536114,0.008325925658531,0.11,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-14,0.94,3.76,4.63,-0.0078125,-0.0032643079880668,0.0054557823290013,0.0024264254383745,0.11,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-15,0.89,3.7,4.58,-0.0249343832020997,-0.0175084947768582,-0.0109399617250909,-0.0108231301598693,0.12,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-19,0.93,3.73,4.6,-0.0060565275908479,0.0130768800393128,0.0084948020470136,0.0124996265993635,0.13,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-20,0.92,3.68,4.54,-0.003385240352065,-0.01771695717488,-0.0240413297513758,-0.0105978296629707,0.13,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-21,0.87,3.62,4.5,0.0108695652173913,-0.0198402584518738,-0.0086308524991653,-0.0189449033897883,0.12,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-22,0.84,3.62,4.5,-0.0194892473118279,-0.0202418622300655,-0.012242677607497,-0.0221409887643004,0.11,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-25,0.86,3.66,4.55,0.008224811514736,0.0096592596171156,0.0055086304342417,0.0045980980127011,0.12,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-26,0.87,3.65,4.56,-0.0149558123725357,-0.0073080392791144,0.002465370126522,-0.0042031995736809,0.12,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-27,0.9,3.66,4.55,-0.0110420979986197,-0.0139205049962782,-0.0122962015664448,0.0048801522109449,0.12,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-28,0.87,3.68,4.57,0.0097697138869503,-0.0004072048329373,-0.00073778016425,-0.0118177409595672,0.12,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-01-29,0.82,3.63,4.51,-0.0145127850725639,-0.010184682322328,-0.0005536873379985,-0.0098291738280392,0.12,217.488,1.9,64.8,474574.0,-6872.0,11202495.0,580237.0
2010-02-01,0.86,3.68,4.56,0.0070126227208975,0.0211277394487954,0.0196676351136888,0.0142661088946718,0.14,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-02,0.86,3.67,4.55,0.0167130919220055,0.037619280401415,0.0118626958314809,0.0129729483771849,0.14,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-03,0.88,3.73,4.62,-0.0328767123287671,-0.0032370838939961,-0.0053696079012941,-0.0054743114293386,0.13,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-04,0.8,3.62,4.53,0.0028328611898016,-0.049883135877251,-0.0440885360118946,-0.0311406778880394,0.14,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-05,0.77,3.59,4.51,-0.0070621468926553,-0.0266611562006408,-0.0096009723341384,0.0028971189219608,0.13,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-08,0.79,3.62,4.52,0.0128022759601706,0.0098327984862527,0.0128302610021646,-0.0088632904934471,0.13,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-09,0.84,3.67,4.58,0.0070224719101124,0.0258728700256378,0.0103218546532766,0.0130401323165774,0.13,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-10,0.91,3.72,4.65,0.0090655509065551,0.0104406324483581,-0.0008357967721374,-0.0022325735201887,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-11,0.91,3.73,4.69,0.0041465100207325,0.0101986335274637,0.0171034592941254,0.0096804375619492,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-12,0.84,3.69,4.66,-0.0048176187198898,-0.0152763223236817,-0.0042953311840686,-0.0027445928193718,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-16,0.82,3.66,4.63,0.015905947441217,0.038850735053544,0.0273520411455943,0.0180007486455484,0.13,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-17,0.87,3.74,4.7,-0.0197413206262764,0.0041553004278345,0.0001786394739142,0.0042379594555796,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-18,0.9,3.79,4.74,-0.0076388888888888,0.0223715981711554,-0.0013398838767306,0.0065847424489735,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-19,0.95,3.78,4.71,0.0076976906927921,0.0094864662681548,0.0029517431378578,0.0021866220422972,0.13,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-22,0.91,3.8,4.73,0.0319444444444445,0.0043854919712116,-0.0077589163143977,-0.0010458578339902,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-23,0.87,3.69,4.63,-0.0100942126514131,-0.0162176022001894,-0.0088980987158918,-0.0121028095969314,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-24,0.87,3.7,4.63,0.0203942895989122,0.0144559901195182,-0.005622518768851,0.0097204594242219,0.11,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-25,0.82,3.64,4.58,-0.0079946702198534,-0.0228750228881835,0.0103055620867533,-0.0020810401799135,0.12,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-02-26,0.81,3.61,4.55,0.015446608462055,0.0190610915704996,0.0094782447528389,0.0014053791778985,0.13,217.281,1.9,64.9,499233.0,35277.0,11302955.0,577346.0
2010-03-01,0.8,3.61,4.56,-0.0191798941798941,-0.0120513014026362,-0.0004471071967885,0.0101585082728945,0.14,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-02,0.8,3.62,4.57,-0.0006743088334457,0.0124523938365348,0.0170871128570457,0.0023304422719907,0.14,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-03,0.82,3.63,4.58,0.01417004048583,0.0149347695387616,0.0051015275162842,0.0004292016020615,0.15,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-04,0.86,3.61,4.56,-0.0099800399201597,-0.0081612914516349,-0.0088386943357962,0.0037361180334851,0.16,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-05,0.91,3.69,4.64,-0.0194892473118279,0.0160827942931254,0.0019424980483946,0.0140074809470649,0.17,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-08,0.9,3.72,4.68,-0.0006854009595613,0.0045399110010064,-0.0098696446600909,-0.0001755960133915,0.15,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-09,0.89,3.71,4.68,-0.0157750342935527,-0.0046415643100532,-0.0014239726065347,0.0017127370855292,0.14,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-10,0.92,3.73,4.69,-0.0090592334494773,0.0073628480776761,-0.0126559279606729,0.0045245599549417,0.14,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-11,0.97,3.73,4.66,0.0,0.0002436870916475,0.0001804939186331,0.0040415193146134,0.15,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-12,0.97,3.71,4.62,-0.0042194092827003,-0.0105955759361223,-0.0058664259927797,-0.0002173459470393,0.17,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-15,0.96,3.71,4.63,0.0261299435028248,-0.0177251950994192,0.0032682483757944,0.000452194832708,0.2,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-16,0.93,3.66,4.59,0.0096352374397796,0.0238094464138309,0.0154736910358457,0.0077791163013856,0.2,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-17,0.95,3.65,4.56,0.0197682344921608,0.0150551212102592,0.0016040357391258,0.0058216758037441,0.18,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-18,0.98,3.68,4.59,0.0053475935828877,-0.0088026450530235,0.0030249327527247,-0.0003258460273372,0.18,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-19,1.02,3.7,4.58,-0.0039893617021277,-0.0184914440328201,-0.0177399322040945,-0.0050864464494398,0.18,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-22,1.01,3.67,4.57,-0.0100133511348464,0.0070649441332197,-0.007314407989311,0.0050952961938879,0.18,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-23,1.02,3.69,4.6,-0.0215778826702629,0.0081231219951922,0.0038205685302681,0.0071709669083201,0.17,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-24,1.08,3.84,4.72,0.0062026188835286,-0.0158711145603229,-0.0135025141948912,-0.0054933042070419,0.17,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-25,1.1,3.91,4.77,-0.0273972602739726,-0.0009924554081247,0.003766283003755,-0.0017041673383189,0.17,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-26,1.04,3.86,4.75,0.0035211267605634,-0.0065813831780801,0.0105243895981388,0.0007377225995479,0.17,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-29,1.04,3.88,4.76,0.0021052631578948,0.0271249771118164,0.0055244502137281,0.0056832349643523,0.16,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-30,1.06,3.88,4.75,-0.0070028011204481,0.0024340341011752,-0.0052238571314544,4.265937281555665e-05,0.16,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-03-31,1.02,3.84,4.72,-0.0267983074753173,0.016875067904573,0.0079674502744453,-0.0032728747486845,0.09,217.353,1.9,64.9,454993.0,120261.0,11383596.0,588543.0
2010-04-01,1.05,3.89,4.74,-0.0014492753623188,0.0132521559460589,0.010599053480895,0.0074138011482498,0.17,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-05,1.18,4.01,4.85,0.0036284470246734,0.0206197707478037,0.0069327606411713,0.0079279908444673,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-06,1.14,3.98,4.84,0.002169197396963,0.0025397550719574,0.0019418758270508,0.0016842957106795,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-07,1.06,3.89,4.74,0.0288600288600289,-0.0110548033735209,0.0151529148199556,-0.0058767071720416,0.19,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-08,1.09,3.91,4.75,-0.0231416549789621,-0.0057056110787198,-8.686770112675823e-05,0.0033743417473361,0.19,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-09,1.08,3.9,4.74,-0.0071787508973438,-0.0055041717304439,0.007724374927295,0.006683906562972,0.19,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-12,1.07,3.87,4.7,0.007230657989877,-0.006829979316542,0.0004306261394482,0.0017666094762833,0.19,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-13,1.07,3.84,4.68,0.0122038765254846,-0.0034383839070968,-0.0075756946821332,0.0006854008197059,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-14,1.07,3.88,4.72,0.0156028368794325,0.0212967664621086,0.0053781669927734,0.0111500668516668,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-15,1.04,3.86,4.72,0.0146648044692736,-0.0038442942187603,0.0006039268092106,0.0008425387276917,0.22,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-16,0.98,3.79,4.67,0.0020646937370956,-0.026546652037787,-0.0201775487876018,-0.0161265347444554,0.21,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-19,1.01,3.83,4.7,-0.044642857142857,-0.0215040961252408,-0.0009681401117465,0.0045213312527665,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-20,1.05,3.82,4.67,0.0222861250898633,0.0245549426020348,0.0029950885837799,0.0080583407848495,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-21,1.03,3.77,4.61,0.010548523206751,0.0027561817297159,0.008431385729652,-0.0010189969053922,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-22,1.07,3.8,4.65,0.0083507306889352,0.0002389656189469,-0.0051383927840515,0.0022638793569429,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-23,1.1,3.84,4.67,-0.0255348516218081,0.016965422343061,0.0094545445996365,0.0071235200993795,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-26,1.09,3.83,4.67,-0.0021246458923512,-0.0108083384475311,0.0003469121693973,-0.0042964480997613,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-27,1.03,3.71,4.56,-0.0134847409510291,-0.0209025483447203,0.007108756976051,-0.0233819452571498,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-28,1.03,3.8,4.63,0.0273381294964027,0.0094614114046303,0.0082638358093807,0.006462752419523,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-29,1.01,3.76,4.6,0.0098039215686274,0.0234318303249083,-0.0024759022395363,0.0129432280208421,0.19,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-04-30,0.97,3.69,4.53,0.0159500693481275,0.0115064386286545,0.0100136519406035,-0.0166476801097963,0.2,217.403,3.9,65.2,462520.0,68909.0,11453368.0,599561.0
2010-05-03,1.0,3.72,4.53,-0.009556313993174,0.0004643170611591,0.0022031824758292,0.0131205867818549,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-04,0.96,3.63,4.43,-0.0075809786354238,-0.0400278974348805,-0.0119218535284173,-0.0238384658450667,0.21,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-05,0.88,3.58,4.39,0.0131944444444445,-0.0334783262579626,0.0051343489006934,-0.0065865547286593,0.21,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-06,0.75,3.41,4.19,-0.002056202878684,-0.0357634183655751,0.0189852284110603,-0.0323534964113503,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-07,0.83,3.45,4.28,0.0020604395604395,-0.0259369729499329,0.0109449204768381,-0.0153082649980171,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-10,0.87,3.57,4.41,-0.0047978067169294,0.0225003651667303,-0.0079338641206094,0.043974124451984,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-11,0.85,3.56,4.42,0.0185950413223141,-0.0055989620844935,0.0162445848079004,-0.0033972920184899,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-12,0.89,3.56,4.47,0.0054090601757945,-0.0094278014247596,0.0186899961484661,0.0137395239153412,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-13,0.87,3.55,4.47,-0.0141223940820444,-0.0165234629846291,-0.0111852441376877,-0.0121451449685835,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-14,0.79,3.44,4.32,-0.0266030013642565,-0.0375000115363826,-0.0011393427396081,-0.0188000145120921,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-17,0.81,3.47,4.35,-0.0021023125437982,-0.021365713814499,0.0002443594197871,0.0011093685155389,0.21,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-18,0.76,3.38,4.26,0.0105337078651686,-0.0095604759052448,-0.0109146394694887,-0.0141959060371843,0.21,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-19,0.8,3.36,4.24,-0.0013898540653231,0.006627273594624,-0.0178704375933521,-0.0051302638735714,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-20,0.76,3.25,4.13,0.0076548364648574,-0.0266208750140997,-0.0040247583901334,-0.038975903416611,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-21,0.76,3.2,4.07,0.0193370165745856,0.0298485327971405,-0.0101869819488455,0.0150243806861449,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-24,0.77,3.23,4.12,0.005420054200542,0.0024271582913075,0.0153951674814725,-0.0129080140007874,0.21,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-25,0.81,3.18,4.07,-0.0181940700808624,-0.0207947458127163,0.0033506448621161,0.0003539373857135,0.21,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-26,0.82,3.21,4.11,0.0199039121482498,0.0401454856178977,0.0129403901888003,-0.0056609945338124,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-27,0.87,3.34,4.24,0.0047106325706594,0.0425115483808262,-0.0011538979293825,0.032876173067238,0.2,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-05-28,0.76,3.31,4.22,-0.0381781647689216,-0.0077800376567659,0.0002474847361748,-0.0123746883115906,0.19,217.29,3.9,64.9,462520.0,68909.0,11453368.0,599561.0
2010-06-01,0.78,3.29,4.19,-0.0139275766016713,-0.0187913933582496,0.0103944053487785,-0.0171653212798507,0.2,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-02,0.82,3.35,4.24,-0.0155367231638418,0.00385779515339,-0.0034291909493358,0.025842707133391,0.2,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-03,0.82,3.39,4.29,0.0028694404591105,0.0240186657334637,-0.0100769515024019,0.0040513767112408,0.19,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-04,0.72,3.2,4.13,-0.0271816881258941,-0.0415493693708801,0.0065380303107756,-0.0344114257719647,0.19,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-07,0.74,3.17,4.11,-0.0124999999999999,-0.0009788797753196,0.0189936676399236,-0.013532073204129,0.19,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-08,0.74,3.18,4.1,0.0044676098287417,0.0076987038573295,0.00379242393827,0.0109760674921126,0.19,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-09,0.74,3.2,4.12,0.0029651593773165,0.03319904793123,-0.0124598070739549,-0.0059416747587099,0.18,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-10,0.79,3.33,4.25,0.0147819660014782,0.0147890043578224,-0.0062677665216728,0.0295067928492038,0.18,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-11,0.75,3.24,4.15,0.0182083029861617,-0.0225225821678577,0.0066349731831292,0.0043796786236438,0.18,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-14,0.77,3.28,4.2,0.0121602288984263,0.0181621576234176,-0.0045569008663723,-0.0018046635646612,0.18,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-15,0.79,3.32,4.23,0.0,0.0242278970750839,0.0080927834125681,0.0234941911210408,0.19,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-16,0.75,3.27,4.18,0.0070671378091873,0.0094878568283773,-0.0031624249904032,-0.0005559347650669,0.19,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-17,0.72,3.21,4.13,0.0035087719298245,-0.0113299507424196,0.0148051333677443,0.0012830081640498,0.19,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-18,0.74,3.24,4.15,0.009090909090909,0.005078778291427,0.0077755119614228,0.0013171307943036,0.18,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-21,0.74,3.26,4.17,-0.0159390159390159,0.0082922957646778,-0.0139198223669096,-0.003856841152281,0.17,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-22,0.71,3.18,4.1,-0.0098591549295774,-0.0078386097756838,0.0001613884408064,-0.0160706911272248,0.18,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-23,0.66,3.13,4.05,-0.0142247510668562,-0.0111384616053507,-0.0046778358850875,-0.0029854738442266,0.17,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-24,0.67,3.14,4.09,-0.005050505050505,0.0020956603183641,0.0092375209785171,-0.0168035026188263,0.16,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-25,0.65,3.12,4.07,-0.0123277737490935,0.0307149184225192,0.0082698103798675,0.0028593621314492,0.16,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-28,0.62,3.05,4.01,-0.0198237885462555,-0.0077352346643463,-0.0140150477559496,-0.0020339383490284,0.17,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-29,0.61,2.97,3.94,-0.0262172284644194,-0.0295207355730831,0.0030690106428516,-0.0310170186406103,0.15,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-06-30,0.61,2.97,3.91,0.09,-0.0040822383200141,0.002818035426731,-0.0101129704925228,0.09,217.199,3.9,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-01,0.63,2.96,3.88,0.0317572335920959,-0.0354356789964667,-0.0314732646903853,-0.003240451675925,0.17,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-02,0.63,3.0,3.94,-0.0041039671682626,-0.0111034625425473,0.0009118590246315,-0.0046623690102973,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-06,0.62,2.95,3.89,-0.0109890109890109,-0.002217854644698,-0.0104356264130871,0.0053590344152254,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-07,0.63,3.0,3.96,0.0298611111111111,0.0290357910588969,0.0031803871798796,0.0313308163937027,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-08,0.63,3.04,4.0,0.0182063385030344,0.0184960544380528,-0.0023359976763254,0.0094126781715115,0.17,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-09,0.63,3.07,4.04,-0.0059602649006622,0.0086160375854869,0.0115403296490381,0.0072038878182667,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-12,0.65,3.08,4.05,-0.0106595602931378,-0.014982250552176,-0.0091765673032199,0.0007329020475055,0.17,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-13,0.67,3.15,4.1,-0.012121212121212,0.0293529642056684,0.0123488100359825,0.0153788790918307,0.17,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-14,0.62,3.07,4.03,0.0231765507839127,-0.001425801791004,-0.0053572898198414,-0.0001551316306374,0.17,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-15,0.61,3.0,3.97,0.0459693537641572,-0.0054516895632676,0.0010771683006434,0.0011961033180916,0.19,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-16,0.61,2.96,3.95,0.0057324840764332,-0.0079613754696553,-0.0166376756825848,-0.028819473359129,0.19,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-19,0.61,2.99,3.99,-0.0335655478150728,0.0069727504854817,-0.0053030714041456,0.0059818900608321,0.19,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-20,0.61,2.98,3.99,-0.0196592398427261,0.0117585774119886,0.0082931786689222,0.0114165511960326,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-21,0.58,2.9,3.89,0.0153743315508021,-0.0113636990582269,8.390733188212707e-05,-0.0128198166083587,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-22,0.6,2.96,3.95,-0.0085582620144831,0.035788996611018,0.0032729309281369,0.0225133732500304,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-23,0.6,3.02,4.01,-0.0139442231075697,-0.0040353049496777,-0.0065245075935801,0.0082200205483771,0.19,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-26,0.62,3.03,4.03,-0.0195286195286195,0.0,-0.0039571873074825,0.0112001661465177,0.19,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-27,0.65,3.08,4.08,-0.0034340659340659,-0.0187389629530024,-0.0211327134404057,-0.001049357346629,0.19,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-28,0.61,3.03,4.07,0.0372157133011716,-0.0065806727255544,0.0020725599430591,-0.0069219647113504,0.2,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-29,0.59,3.03,4.08,0.0079734219269103,0.0177945549369438,0.0068941742775638,-0.0041586211074934,0.19,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-07-30,0.55,2.94,3.98,0.035596572181938,0.0075293049169871,0.011383025059831,6.349921218862242e-05,0.18,217.605,3.1,64.6,462520.0,68909.0,11453368.0,599561.0
2010-08-02,0.56,2.99,4.06,-0.0057288351368555,0.0302723176951515,0.0014386674388042,0.0220225220618048,0.19,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-03,0.53,2.94,4.04,-0.0025608194622278,0.0148759130605411,0.0015209791454109,-0.0047963552167423,0.19,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-04,0.56,2.98,4.07,0.027599486521181,-0.0009691317758586,0.0071717856481479,0.0060511125191855,0.19,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-05,0.53,2.94,4.05,0.0081199250468457,-0.0055777746776264,0.0029320601015054,-0.0012685245848381,0.19,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-06,0.5,2.86,4.0,0.003717472118959,-0.0159737245929121,0.005178811806765,-0.0037040386284354,0.18,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-09,0.54,2.86,4.01,-0.0049382716049383,0.0096655072885774,-0.0022437038286601,0.0054830643822831,0.18,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-10,0.52,2.79,4.0,-0.0235732009925557,-0.0150957695907965,-0.0037478139277077,-0.0059674054882985,0.18,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-11,0.54,2.72,3.93,0.0050825921219821,-0.0277882038247176,0.0010868156505534,-0.0281787649541732,0.17,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-12,0.55,2.74,3.94,0.0271807838179518,-0.0292232616944042,0.0144468048669101,-0.0053787488495717,0.18,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
2010-08-13,0.54,2.68,3.87,0.0135384615384615,-0.0046210520727848,8.22979765551235e-05,-0.004023574358396,0.19,217.923,3.1,64.7,462520.0,68909.0,11453368.0,599561.0
